!	PONCT
nations	NC
native	NC
natives	NC
nature	NC
naturel	ADJ
naturelle	ADJ
naturellement	ADV
naturelles	ADJ
naturels	ADJ
natures	NC
nautique	ADJ
nautiques	ADJ
navette	NC
navettes	NC
navigation	NC
navigations	NC
naît	V
naîtra	V
naîtrai	V
naîtraient	V
naîtrais	V
naîtrait	V
naîtras	V
naître	VINF
naîtrez	V
naîtriez	V
naîtrions	V
naîtrons	V
naîtront	V
ndlr	NC
ne	ADV
neige	NC
neiges	NC
net	ADJ
nets	ADJ
nette	ADJ
nettement	ADV
nettes	ADJ
nettoyage	NC
nettoyages	NC
neuf	ADJ
neufs	ADJ
neuve	ADJ
neuves	ADJ
neuvième	ADJ
neuvièmes	ADJ
nez	NC
ni	CC
nid	NC
nids	NC
niveau	NC
niveaux	NC
noce	NC
noces	NC
nocturne	ADJ
nocturnes	ADJ
noir	ADJ
noir	NC
noire	ADJ
noire	NC
noires	ADJ
noires	NC
noirs	ADJ
noirs	NC
nom	NC
nombre	NC
nombres	NC
nombreuse	ADJ
nombreuses	ADJ
nombreux	ADJ
nomination	NC
nominations	NC
nomma	V
nommai	V
nommaient	V
nommais	V
nommait	V
nommant	VPR
nommas	V
nommasse	VS
nommassent	VS
nommasses	VS
nommassiez	VS
nommassions	VS
nomme	V
nomme	VIMP
nomme	VS
nomment	V
nomment	VS
nommer	VINF
nommera	V
nommerai	V
nommeraient	V
nommerais	V
nommerait	V
nommeras	V
nommerez	V
nommeriez	V
nommerions	V
nommerons	V
nommeront	V
nommes	V
nommes	VS
nommez	V
nommez	VIMP
nommiez	V
nommiez	VS
nommions	V
nommions	VS
nommons	V
nommons	VIMP
nommâmes	V
nommât	VS
nommâtes	V
nommèrent	V
nommé	VPP
nommée	VPP
nommées	VPP
nommés	VPP
noms	NC
non	ADV
non	NC
nord	ADJ
nord	NC
nords	NC
normal	ADJ
normale	ADJ
normalement	ADV
normales	ADJ
normaux	ADJ
norme	NC
normes	NC
nos	DET
nota	V
notai	V
notaient	V
notaire	NC
notaires	NC
notais	V
notait	V
notamment	ADV
notant	VPR
notas	V
notasse	VS
notassent	VS
notasses	VS
notassiez	VS
notassions	VS
note	NC
note	V
note	VIMP
note	VS
notent	V
notent	VS
noter	VINF
notera	V
noterai	V
noteraient	V
noterais	V
noterait	V
noteras	V
noterez	V
noteriez	V
noterions	V
noterons	V
noteront	V
notes	NC
notes	V
notes	VS
notez	V
notez	VIMP
notiez	V
notiez	VS
notion	NC
notions	NC
notions	V
notions	VS
notons	V
notons	VIMP
notre	DET
notâmes	V
notât	VS
notâtes	V
notèrent	V
noté	VPP
notée	VPP
notées	VPP
notés	VPP
nourri	VPP
nourrie	VPP
nourries	VPP
nourrir	VINF
nourrira	V
nourrirai	V
nourriraient	V
nourrirais	V
nourrirait	V
nourriras	V
nourrirent	V
nourrirez	V
nourririez	V
nourririons	V
nourrirons	V
nourriront	V
nourris	V
nourris	VIMP
nourris	VPP
nourrissaient	V
nourrissais	V
nourrissait	V
nourrissant	VPR
nourrisse	VS
nourrissent	V
nourrissent	VS
nourrisses	VS
nourrissez	V
nourrissez	VIMP
nourrissiez	V
nourrissiez	VS
nourrissions	V
nourrissions	VS
nourrissons	V
nourrissons	VIMP
nourrit	V
nourriture	NC
nourritures	NC
nourrîmes	V
nourrît	VS
nourrîtes	V
nous	CLO
nous	CLO
nous	CLR
nous	CLS
nous	PRO
nous-même	PRO
nous-mêmes	PRO
nouveau	ADJ
nouveauté	NC
nouveautés	NC
nouveaux	ADJ
nouvel	ADJ
nouvelle	ADJ
nouvelle	NC
nouvelles	ADJ
nouvelles	NC
novembre	NC
novembres	NC
nuage	NC
nuages	NC
nuisance	NC
nuisances	NC
nuit	NC
nuits	NC
nul	ADJ
nulle	ADJ
nulles	ADJ
nuls	ADJ
numérique	ADJ
numériques	ADJ
numéro	NC
numéros	NC
n°	NC
nº	NC
né	VPP
néanmoins	ADV
nécessaire	ADJ
nécessaires	ADJ
nécessita	V
nécessitai	V
nécessitaient	V
nécessitais	V
nécessitait	V
nécessitant	VPR
nécessitas	V
nécessitasse	VS
nécessitassent	VS
nécessitasses	VS
nécessitassiez	VS
nécessitassions	VS
nécessite	V
nécessite	VIMP
nécessite	VS
nécessitent	V
nécessitent	VS
nécessiter	VINF
nécessitera	V
nécessiterai	V
nécessiteraient	V
nécessiterais	V
nécessiterait	V
nécessiteras	V
nécessiterez	V
nécessiteriez	V
nécessiterions	V
nécessiterons	V
nécessiteront	V
nécessites	V
nécessites	VS
nécessitez	V
nécessitez	VIMP
nécessitiez	V
nécessitiez	VS
nécessitions	V
nécessitions	VS
nécessitons	V
nécessitons	VIMP
nécessitâmes	V
nécessitât	VS
nécessitâtes	V
nécessitèrent	V
nécessité	NC
nécessité	VPP
nécessitée	VPP
nécessitées	VPP
nécessités	NC
nécessités	VPP
née	VPP
nées	VPP
négatif	ADJ
négatifs	ADJ
négative	ADJ
négatives	ADJ
négociation	NC
négociations	NC
nés	VPP
objectif	NC
objectifs	NC
objet	NC
objets	NC
obligation	NC
obligations	NC
obligatoire	ADJ
obligatoires	ADJ
oblige	V
oblige	VIMP
oblige	VS
obligea	V
obligeai	V
obligeaient	V
obligeais	V
obligeait	V
obligeant	VPR
obligeas	V
obligeasse	VS
obligeassent	VS
obligeasses	VS
obligeassiez	VS
obligeassions	VS
obligent	V
obligent	VS
obligeons	V
obligeons	VIMP
obliger	VINF
obligera	V
obligerai	V
obligeraient	V
obligerais	V
obligerait	V
obligeras	V
obligerez	V
obligeriez	V
obligerions	V
obligerons	V
obligeront	V
obliges	V
obliges	VS
obligez	V
obligez	VIMP
obligeâmes	V
obligeât	VS
obligeâtes	V
obligiez	V
obligiez	VS
obligions	V
obligions	VS
obligèrent	V
obligé	VPP
obligée	VPP
obligées	VPP
obligés	VPP
obs..	NC
observa	V
observai	V
observaient	V
observais	V
observait	V
observant	VPR
observas	V
observasse	VS
observassent	VS
observasses	VS
observassiez	VS
observassions	VS
observation	NC
observations	NC
observe	V
observe	VIMP
observe	VS
observent	V
observent	VS
observer	VINF
observera	V
observerai	V
observeraient	V
observerais	V
observerait	V
observeras	V
observerez	V
observeriez	V
observerions	V
observerons	V
observeront	V
observes	V
observes	VS
observez	V
observez	VIMP
observiez	V
observiez	VS
observions	V
observions	VS
observons	V
observons	VIMP
observâmes	V
observât	VS
observâtes	V
observèrent	V
observé	VPP
observée	VPP
observées	VPP
observés	VPP
obstacle	NC
obstacles	NC
obsèque	NC
obsèques	NC
obtenaient	V
obtenais	V
obtenait	V
obtenant	VPR
obtenez	V
obtenez	VIMP
obteniez	V
obteniez	VS
obtenions	V
obtenions	VS
obtenir	VINF
obtenons	V
obtenons	VIMP
obtention	NC
obtentions	NC
obtenu	VPP
obtenue	VPP
obtenues	VPP
obtenus	VPP
obtiendra	V
obtiendrai	V
obtiendraient	V
obtiendrais	V
obtiendrait	V
obtiendras	V
obtiendrez	V
obtiendriez	V
obtiendrions	V
obtiendrons	V
obtiendront	V
obtienne	VS
obtiennent	V
obtiennent	VS
obtiennes	VS
obtiens	V
obtiens	VIMP
obtient	V
obtinrent	V
obtins	V
obtinsse	VS
obtinssent	VS
obtinsses	VS
obtinssiez	VS
obtinssions	VS
obtint	V
obtînmes	V
obtînt	VS
obtîntes	V
occase	NC
occasion	NC
occasions	NC
occupa	V
occupai	V
occupaient	V
occupais	V
occupait	V
occupant	NC
occupant	VPR
occupante	NC
occupantes	NC
occupants	NC
occupas	V
occupasse	VS
occupassent	VS
occupasses	VS
occupassiez	VS
occupassions	VS
occupation	NC
occupations	NC
occupe	V
occupe	VIMP
occupe	VS
occupent	V
occupent	VS
occuper	VINF
occupera	V
occuperai	V
occuperaient	V
occuperais	V
occuperait	V
occuperas	V
occuperez	V
occuperiez	V
occuperions	V
occuperons	V
occuperont	V
occupes	V
occupes	VS
occupez	V
occupez	VIMP
occupiez	V
occupiez	VS
occupions	V
occupions	VS
occupons	V
occupons	VIMP
occupâmes	V
occupât	VS
occupâtes	V
occupèrent	V
occupé	VPP
occupée	VPP
occupées	VPP
occupés	VPP
occurrence	NC
occurrences	NC
octobre	NC
octobres	NC
océan	NC
océans	NC
odeur	NC
odeurs	NC
oeil	NC
oeils	NC
oeuvre	NC
oeuvres	NC
oeuvres	NC
offensif	ADJ
offensifs	ADJ
offensive	ADJ
offensives	ADJ
offert	VPP
offerte	VPP
offertes	VPP
offerts	VPP
office	NC
offices	NC
offices	NC
officiel	ADJ
officielle	ADJ
officiellement	ADV
officielles	ADJ
officiels	ADJ
officier	NC
officiers	NC
offraient	V
offrais	V
offrait	V
offrant	VPR
offre	NC
offre	V
offre	VIMP
offre	VS
offrent	V
offrent	VS
offres	NC
offres	V
offres	VS
offrez	V
offrez	VIMP
offriez	V
offriez	VS
offrions	V
offrions	VS
offrir	VINF
offrira	V
offrirai	V
offriraient	V
offrirais	V
offrirait	V
offriras	V
offrirent	V
offrirez	V
offririez	V
offririons	V
offrirons	V
offriront	V
offris	V
offrisse	VS
offrissent	VS
offrisses	VS
offrissiez	VS
offrissions	VS
offrit	V
offrons	V
offrons	VIMP
offrîmes	V
offrît	VS
offrîtes	V
oie	NC
oies	NC
oiseau	NC
oiseaux	NC
oiselle	NC
oiselles	NC
olympique	ADJ
olympiques	ADJ
ombre	NC
ombres	NC
omnisports	ADJ
on	CLS
ont	V
open	NC
opens	NC
opinion	NC
opinions	NC
opportunité	NC
opportunités	NC
opposa	V
opposai	V
opposaient	V
opposais	V
opposait	V
opposant	VPR
opposas	V
opposasse	VS
opposassent	VS
opposasses	VS
opposassiez	VS
opposassions	VS
oppose	V
oppose	VIMP
oppose	VS
opposent	V
opposent	VS
opposer	VINF
opposera	V
opposerai	V
opposeraient	V
opposerais	V
opposerait	V
opposeras	V
opposerez	V
opposeriez	V
opposerions	V
opposerons	V
opposeront	V
opposes	V
opposes	VS
opposez	V
opposez	VIMP
opposiez	V
opposiez	VS
opposions	V
opposions	VS
opposition	NC
oppositions	NC
opposons	V
opposons	VIMP
opposâmes	V
opposât	VS
opposâtes	V
opposèrent	V
opposé	VPP
opposée	VPP
opposées	VPP
opposés	VPP
optimiste	ADJ
optimistes	ADJ
option	NC
options	NC
opère	V
opère	VIMP
opère	VS
opèrent	V
opèrent	VS
opères	V
opères	VS
opéra	NC
opéra	V
opérai	V
opéraient	V
opérais	V
opérait	V
opérant	VPR
opéras	NC
opéras	V
opérasse	VS
opérassent	VS
opérasses	VS
opérassiez	VS
opérassions	VS
opérateur	NC
opérateurs	NC
opération	NC
opérationnel	ADJ
opérationnelle	ADJ
opérationnelles	ADJ
opérationnels	ADJ
opérations	NC
opératrice	NC
opératrices	NC
opérer	VINF
opérera	V
opérerai	V
opéreraient	V
opérerais	V
opérerait	V
opéreras	V
opérerez	V
opéreriez	V
opérerions	V
opérerons	V
opéreront	V
opérez	V
opérez	VIMP
opériez	V
opériez	VS
opérions	V
opérions	VS
opérons	V
opérons	VIMP
opérâmes	V
opérât	VS
opérâtes	V
opérèrent	V
opéré	VPP
opérée	VPP
opérées	VPP
opérés	VPP
or	CC
or	NC
orage	NC
orages	NC
orchestre	NC
orchestres	NC
ordinaire	ADJ
ordinaires	ADJ
ordinateur	NC
ordinateurs	NC
ordonnance	NC
ordonnances	NC
ordre	NC
ordres	NC
ordure	NC
ordures	NC
oreille	NC
oreilles	NC
ores	ADV
organisa	V
organisai	V
organisaient	V
organisais	V
organisait	V
organisant	VPR
organisas	V
organisasse	VS
organisassent	VS
organisasses	VS
organisassiez	VS
organisassions	VS
organisateur	NC
organisateurs	NC
organisation	NC
organisations	NC
organisatrice	NC
organisatrices	NC
organise	V
organise	VIMP
organise	VS
organisent	V
organisent	VS
organiser	VINF
organisera	V
organiserai	V
organiseraient	V
organiserais	V
organiserait	V
organiseras	V
organiserez	V
organiseriez	V
organiserions	V
organiserons	V
organiseront	V
organises	V
organises	VS
organisez	V
organisez	VIMP
organisiez	V
organisiez	VS
organisions	V
organisions	VS
organisme	NC
organismes	NC
organisons	V
organisons	VIMP
organisâmes	V
organisât	VS
organisâtes	V
organisèrent	V
organisé	VPP
organisée	VPP
organisées	VPP
organisés	VPP
orgue	NC
orgues	NC
orgues	NC
orientation	NC
orientations	NC
originaire	ADJ
originaires	ADJ
original	ADJ
originale	ADJ
originales	ADJ
originalité	NC
originalités	NC
originaux	ADJ
origine	NC
origines	NC
ors	NC
ou	CC
oublia	V
oubliai	V
oubliaient	V
oubliais	V
oubliait	V
oubliant	VPR
oublias	V
oubliasse	VS
oubliassent	VS
oubliasses	VS
oubliassiez	VS
oubliassions	VS
oublie	V
oublie	VIMP
oublie	VS
oublient	V
oublient	VS
oublier	VINF
oubliera	V
oublierai	V
oublieraient	V
oublierais	V
oublierait	V
oublieras	V
oublierez	V
oublieriez	V
oublierions	V
oublierons	V
oublieront	V
oublies	V
oublies	VS
oubliez	V
oubliez	VIMP
oubliiez	V
oubliiez	VS
oubliions	V
oubliions	VS
oublions	V
oublions	VIMP
oubliâmes	V
oubliât	VS
oubliâtes	V
oublièrent	V
oublié	VPP
oubliée	VPP
oubliées	VPP
oubliés	VPP
ouest	NC
ouests	NC
oui	ADV
oui	NC
outil	NC
outils	NC
outre	P
ouvert	ADJ
ouvert	VPP
ouverte	ADJ
ouverte	VPP
ouvertes	ADJ
ouvertes	VPP
ouverts	ADJ
ouverts	VPP
ouverture	NC
ouvertures	NC
ouvrage	NC
ouvrages	NC
ouvraient	V
ouvrais	V
ouvrait	V
ouvrant	VPR
ouvre	V
ouvre	VIMP
ouvre	VS
ouvrent	V
ouvrent	VS
ouvres	V
ouvres	VS
ouvrez	V
ouvrez	VIMP
ouvrier	ADJ
ouvrier	NC
ouvriers	ADJ
ouvriers	NC
ouvriez	V
ouvriez	VS
ouvrions	V
ouvrions	VS
ouvrir	VINF
ouvrira	V
ouvrirai	V
ouvriraient	V
ouvrirais	V
ouvrirait	V
ouvriras	V
ouvrirent	V
ouvrirez	V
ouvririez	V
ouvririons	V
ouvrirons	V
ouvriront	V
ouvris	V
ouvrisse	VS
ouvrissent	VS
ouvrisses	VS
ouvrissiez	VS
ouvrissions	VS
ouvrit	V
ouvrière	ADJ
ouvrière	NC
ouvrières	ADJ
ouvrières	NC
ouvrons	V
ouvrons	VIMP
ouvrîmes	V
ouvrît	VS
ouvrîtes	V
où	PROREL
p'tit	ADJ
p'tit'	ADJ
p'tite	ADJ
p'tites	ADJ
p'tits	ADJ
p-ê	ADV
p.	NC
page	NC
pages	NC
paie	V
paie	VIMP
paie	VS
paiement	NC
paiements	NC
paient	V
paient	VS
paiera	V
paierai	V
paieraient	V
paierais	V
paierait	V
paieras	V
paierez	V
paieriez	V
paierions	V
paierons	V
paieront	V
paies	V
paies	VS
paille	NC
pailles	NC
pain	NC
pains	NC
paire	NC
paires	NC
paisible	ADJ
paisibles	ADJ
paix	NC
palais	NC
palette	NC
palettes	NC
palmarès	NC
panier	NC
paniers	NC
panne	NC
panneau	NC
panneaux	NC
pannes	NC
papa	NC
papas	NC
papeterie	NC
papeteries	NC
papier	NC
papiers	NC
papiers	NC
papillon	NC
papillons	NC
par	P
parade	NC
parades	NC
parais	V
parais	VIMP
paraissaient	V
paraissais	V
paraissait	V
paraissant	VPR
paraisse	VS
paraissent	V
paraissent	VS
paraisses	VS
paraissez	V
paraissez	VIMP
paraissiez	V
paraissiez	VS
paraissions	V
paraissions	VS
paraissons	V
paraissons	VIMP
parallèle	ADJ
parallèlement	ADV
parallèles	ADJ
paralysé	NC
paralysée	NC
paralysées	NC
paralysés	NC
paraît	V
paraîtra	V
paraîtrai	V
paraîtraient	V
paraîtrais	V
paraîtrait	V
paraîtras	V
paraître	VINF
paraîtrez	V
paraîtriez	V
paraîtrions	V
paraîtrons	V
paraîtront	V
parc	NC
parcelle	NC
parcelles	NC
parcouraient	V
parcourais	V
parcourait	V
parcourant	VPR
parcourent	V
parcourent	VS
parcourez	V
parcourez	VIMP
parcouriez	V
parcouriez	VS
parcourions	V
parcourions	VS
parcourir	VINF
parcourons	V
parcourons	VIMP
parcourra	V
parcourrai	V
parcourraient	V
parcourrais	V
parcourrait	V
parcourras	V
parcourrez	V
parcourriez	V
parcourrions	V
parcourrons	V
parcourront	V
parcours	NC
parcours	V
parcours	VIMP
parcourt	V
parcouru	VPP
parcourue	VPP
parcourues	VPP
parcoururent	V
parcourus	V
parcourus	VPP
parcourusse	VS
parcourussent	VS
parcourusses	VS
parcourussiez	VS
parcourussions	VS
parcourut	V
parcourûmes	V
parcourût	VS
parcourûtes	V
parcs	NC
pareil	ADJ
pareille	ADJ
pareilles	ADJ
pareils	ADJ
parent	NC
parente	NC
parentes	NC
parents	NC
parfait	ADJ
parfaite	ADJ
parfaitement	ADV
parfaites	ADJ
parfaits	ADJ
parfois	ADV
parfum	NC
parfums	NC
pari	NC
paris	NC
parisien	ADJ
parisienne	ADJ
parisiennes	ADJ
parisiens	ADJ
parking	NC
parkings	NC
parla	V
parlai	V
parlaient	V
parlais	V
parlait	V
parlant	VPR
parlas	V
parlasse	VS
parlassent	VS
parlasses	VS
parlassiez	VS
parlassions	VS
parle	V
parle	VIMP
parle	VS
parlement	NC
parlementaire	ADJ
parlementaires	ADJ
parlements	NC
parlent	V
parlent	VS
parler	VINF
parlera	V
parlerai	V
parleraient	V
parlerais	V
parlerait	V
parleras	V
parlerez	V
parleriez	V
parlerions	V
parlerons	V
parleront	V
parles	V
parles	VS
parlez	V
parlez	VIMP
parliez	V
parliez	VS
parlions	V
parlions	VS
parlons	V
parlons	VIMP
parlâmes	V
parlât	VS
parlâtes	V
parlèrent	V
parlé	VPP
parlée	VPP
parlées	VPP
parlés	VPP
parmi	P
paroisse	NC
paroisses	NC
paroissial	ADJ
paroissiale	ADJ
paroissiales	ADJ
paroissiaux	ADJ
parole	NC
paroles	NC
parquet	NC
parquets	NC
pars	V
pars	VIMP
part	NC
part	V
partage	NC
partage	V
partage	VIMP
partage	VS
partagea	V
partageai	V
partageaient	V
partageais	V
partageait	V
partageant	VPR
partageas	V
partageasse	VS
partageassent	VS
partageasses	VS
partageassiez	VS
partageassions	VS
partagent	V
partagent	VS
partageons	V
partageons	VIMP
partager	VINF
partagera	V
partagerai	V
partageraient	V
partagerais	V
partagerait	V
partageras	V
partagerez	V
partageriez	V
partagerions	V
partagerons	V
partageront	V
partages	NC
partages	V
partages	VS
partagez	V
partagez	VIMP
partageâmes	V
partageât	VS
partageâtes	V
partagiez	V
partagiez	VS
partagions	V
partagions	VS
partagèrent	V
partagé	VPP
partagée	VPP
partagées	VPP
partagés	VPP
partaient	V
partais	V
partait	V
partant	VPR
parte	VS
partenaire	NC
partenaires	NC
partenariat	NC
partenariats	NC
partent	V
partent	VS
parterre	NC
parterres	NC
partes	VS
partez	V
partez	VIMP
parti	NC
parti	VPP
participa	V
participai	V
participaient	V
participais	V
participait	V
participant	NC
participant	VPR
participante	NC
participantes	NC
participants	NC
participas	V
participasse	VS
participassent	VS
participasses	VS
participassiez	VS
participassions	VS
participation	NC
participations	NC
participe	V
participe	VIMP
participe	VS
participent	V
participent	VS
participer	VINF
participera	V
participerai	V
participeraient	V
participerais	V
participerait	V
participeras	V
participerez	V
participeriez	V
participerions	V
participerons	V
participeront	V
participes	V
participes	VS
participez	V
participez	VIMP
participiez	V
participiez	VS
participions	V
participions	VS
participons	V
participons	VIMP
participâmes	V
participât	VS
participâtes	V
participèrent	V
participé	VPP
participée	VPP
participées	VPP
participés	VPP
particularité	NC
particularités	NC
particulier	ADJ
particulier	NC
particuliers	ADJ
particuliers	NC
particulière	ADJ
particulièrement	ADV
particulières	ADJ
partie	NC
partie	VPP
partiel	ADJ
partielle	ADJ
partielles	ADJ
partiels	ADJ
parties	NC
parties	NC
parties	VPP
partiez	V
partiez	VS
partions	V
partions	VS
partir	VINF
partira	V
partirai	V
partiraient	V
partirais	V
partirait	V
partiras	V
partirent	V
partirez	V
partiriez	V
partirions	V
partirons	V
partiront	V
partis	NC
partis	V
partis	VPP
partisse	VS
partissent	VS
partisses	VS
partissiez	VS
partissions	VS
partit	V
partons	V
partons	VIMP
partout	ADV
parts	NC
party	NC
partîmes	V
partît	VS
partîtes	V
paru	VPP
parue	VPP
parues	VPP
parurent	V
parus	V
parus	VPP
parusse	VS
parussent	VS
parusses	VS
parussiez	VS
parussions	VS
parut	V
parvenaient	V
parvenais	V
parvenait	V
parvenant	VPR
parvenez	V
parvenez	VIMP
parveniez	V
parveniez	VS
parvenions	V
parvenions	VS
parvenir	VINF
parvenons	V
parvenons	VIMP
parvenu	VPP
parvenue	VPP
parvenues	VPP
parvenus	VPP
parviendra	V
parviendrai	V
parviendraient	V
parviendrais	V
parviendrait	V
parviendras	V
parviendrez	V
parviendriez	V
parviendrions	V
parviendrons	V
parviendront	V
parvienne	VS
parviennent	V
parviennent	VS
parviennes	VS
parviens	V
parviens	VIMP
parvient	V
parvinrent	V
parvins	V
parvinsse	VS
parvinssent	VS
parvinsses	VS
parvinssiez	VS
parvinssions	VS
parvint	V
parvînmes	V
parvînt	VS
parvîntes	V
parûmes	V
parût	VS
parûtes	V
pas	ADV
pas	NC
passa	V
passage	NC
passager	NC
passagers	NC
passages	NC
passagère	NC
passagères	NC
passai	V
passaient	V
passais	V
passait	V
passant	VPR
passas	V
passasse	VS
passassent	VS
passasses	VS
passassiez	VS
passassions	VS
passe	NC
passe	V
passe	VIMP
passe	VS
passent	V
passent	VS
passeport	NC
passeports	NC
passer	VINF
passera	V
passerai	V
passeraient	V
passerais	V
passerait	V
passeras	V
passerez	V
passeriez	V
passerions	V
passerons	V
passeront	V
passes	NC
passes	V
passes	VS
passez	V
passez	VIMP
passiez	V
passiez	VS
passion	NC
passionna	V
passionnai	V
passionnaient	V
passionnais	V
passionnait	V
passionnant	ADJ
passionnant	VPR
passionnante	ADJ
passionnantes	ADJ
passionnants	ADJ
passionnas	V
passionnasse	VS
passionnassent	VS
passionnasses	VS
passionnassiez	VS
passionnassions	VS
passionne	V
passionne	VIMP
passionne	VS
passionnent	V
passionnent	VS
passionner	VINF
passionnera	V
passionnerai	V
passionneraient	V
passionnerais	V
passionnerait	V
passionneras	V
passionnerez	V
passionneriez	V
passionnerions	V
passionnerons	V
passionneront	V
passionnes	V
passionnes	VS
passionnez	V
passionnez	VIMP
passionniez	V
passionniez	VS
passionnions	V
passionnions	VS
passionnons	V
passionnons	VIMP
passionnâmes	V
passionnât	VS
passionnâtes	V
passionnèrent	V
passionné	ADJ
passionné	VPP
passionnée	ADJ
passionnée	VPP
passionnées	ADJ
passionnées	VPP
passionnés	ADJ
passionnés	VPP
passions	NC
passions	V
passions	VS
passons	V
passons	VIMP
passâmes	V
passât	VS
passâtes	V
passèrent	V
passé	ADJ
passé	NC
passé	VPP
passée	ADJ
passée	VPP
passées	ADJ
passées	VPP
passés	ADJ
passés	NC
passés	VPP
pasteur	NC
pasteurs	NC
pastoral	ADJ
pastorale	ADJ
pastorales	ADJ
pastoraux	ADJ
patience	NC
patiences	NC
patient	NC
patiente	NC
patientes	NC
patients	NC
patinoire	NC
patinoires	NC
patrimoine	NC
patrimoines	NC
patriotique	ADJ
patriotiques	ADJ
patron	NC
patronal	ADJ
patronale	ADJ
patronales	ADJ
patronaux	ADJ
patronne	NC
patronnes	NC
patrons	NC
patrouille	NC
patrouilles	NC
patte	NC
pattes	NC
pause	NC
pauses	NC
pavillon	NC
pavillons	NC
paya	V
payai	V
payaient	V
payais	V
payait	V
payant	ADJ
payant	VPR
payante	ADJ
payantes	ADJ
payants	ADJ
payas	V
payasse	VS
payassent	VS
payasses	VS
payassiez	VS
payassions	VS
paye	V
paye	VIMP
paye	VS
payent	V
payent	VS
payer	VINF
payera	V
payerai	V
payeraient	V
payerais	V
payerait	V
payeras	V
payerez	V
payeriez	V
payerions	V
payerons	V
payeront	V
payes	V
payes	VS
payez	V
payez	VIMP
payiez	V
payiez	VS
payions	V
payions	VS
payons	V
payons	VIMP
pays	NC
paysage	NC
paysages	NC
payâmes	V
payât	VS
payâtes	V
payèrent	V
payé	VPP
payée	VPP
payées	VPP
payés	VPP
pb	NC
pbs	NC
pdt	P
peau	NC
peaux	NC
peine	NC
peines	NC
peintre	NC
peintres	NC
peinture	NC
peintures	NC
peloton	NC
pelotons	NC
pelouse	NC
pelouses	NC
penalties	NC
penalty	NC
penaltys	NC
pendant	P
pensa	V
pensai	V
pensaient	V
pensais	V
pensait	V
pensant	VPR
pensas	V
pensasse	VS
pensassent	VS
pensasses	VS
pensassiez	VS
pensassions	VS
pense	V
pense	VIMP
pense	VS
pensent	V
pensent	VS
penser	VINF
pensera	V
penserai	V
penseraient	V
penserais	V
penserait	V
penseras	V
penserez	V
penseriez	V
penserions	V
penserons	V
penseront	V
penses	V
penses	VS
pensez	V
pensez	VIMP
pensiez	V
pensiez	VS
pension	NC
pensionnaire	NC
pensionnaires	NC
pensions	NC
pensions	V
pensions	VS
pensons	V
pensons	VIMP
pensâmes	V
pensât	VS
pensâtes	V
pensèrent	V
pensé	VPP
pensée	NC
pensée	VPP
pensées	NC
pensées	VPP
pensés	VPP
pente	NC
pentes	NC
perception	NC
perceptions	NC
perche	NC
perches	NC
percussion	NC
percussions	NC
percuta	V
percutai	V
percutaient	V
percutais	V
percutait	V
percutant	VPR
percutas	V
percutasse	VS
percutassent	VS
percutasses	VS
percutassiez	VS
percutassions	VS
percute	V
percute	VIMP
percute	VS
percutent	V
percutent	VS
percuter	VINF
percutera	V
percuterai	V
percuteraient	V
percuterais	V
percuterait	V
percuteras	V
percuterez	V
percuteriez	V
percuterions	V
percuterons	V
percuteront	V
percutes	V
percutes	VS
percutez	V
percutez	VIMP
percutiez	V
percutiez	VS
percutions	V
percutions	VS
percutons	V
percutons	VIMP
percutâmes	V
percutât	VS
percutâtes	V
percutèrent	V
percuté	VPP
percutée	VPP
percutées	VPP
percutés	VPP
perd	V
perdaient	V
perdais	V
perdait	V
perdant	VPR
perde	VS
perdent	V
perdent	VS
perdes	VS
perdez	V
perdez	VIMP
perdiez	V
perdiez	VS
perdions	V
perdions	VS
perdirent	V
perdis	V
perdisse	VS
perdissent	VS
perdisses	VS
perdissiez	VS
perdissions	VS
perdit	V
perdons	V
perdons	VIMP
perdra	V
